phrase_key,language_code,translated_text,source_name,source_page,source_url,license,verified
TERM_007,vi,Hóa chất nông nghiệp,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_007,ne,विषादी,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_008,vi,Phân bón nhân tạo,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_008,ne,मलखाद,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_009,vi,Lá,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_009,ne,पात,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_010,vi,Hạt,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_011,ne,बीउ छर्नु,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_012,vi,Trực tiếp gieo hạt,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_012,ne,बीउ रोप्नु,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_013,vi,Chậu hoa,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_013,ne,गमला,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_014,vi,Áo quần lao động,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_014,ne,काम गर्ने लुगा,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_015,vi,Cuốc,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_015,ne,कुटो (कोदालो),우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_016,vi,Liềm,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_016,ne,हँसिया,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_017,vi,Xẻng,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_017,ne,बेल्चा,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_018,vi,Găng tay,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_018,ne,पञ्जा,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_019,vi,Giày bốt,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_019,ne,गमबुट,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_020,vi,Cái thang,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_020,ne,भर्‍याङ,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_021,vi,Xe kéo tay,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_021,ne,कार्ट,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_022,vi,Máy xới,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_022,ne,हाते ट्र्याक्टर,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_023,vi,Ống,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_023,ne,पाइप,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_024,vi,Máy kéo,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_024,ne,ट्र्याक्टर,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
TERM_025,vi,Nhà ni lông,우리농장 소통가이드_베트남.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
TERM_025,ne,प्लास्टिक घर,우리농장 소통가이드_네팔.pdf,6,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_001,vi,Hãy đào,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_001,ne,खन्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_002,vi,Hãy trồng,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_002,ne,रोप्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_003,vi,Hãy gieo,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_003,ne,छर्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_004,vi,Hãy phủ đất,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_004,ne,छोप्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_005,vi,Hãy nhổ lên,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_005,ne,उखेल्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_006,vi,Hãy hái,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_006,ne,टिप्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_007,vi,Hãy cắt,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_007,ne,काट्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_008,vi,Đừng làm như vậy,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_008,ne,नगर्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_009,vi,Cần,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_009,ne,चाहिन्छ,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_010,vi,Hãy kiểm tra lại,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_010,ne,चेक गर्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_011,vi,Hãy làm theo tôi,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_011,ne,मैले गरेजस्तै गर्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_012,vi,Dừng lại đi,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_012,ne,रोक्नुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_013,vi,Có,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_013,ne,छ,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_014,vi,Không có,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_014,ne,छैन,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_015,vi,Cho tôi,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_015,ne,दिनुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
INSTR_016,vi,Nhận đi,우리농장 소통가이드_베트남.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
INSTR_016,ne,लिनुहोस्,우리농장 소통가이드_네팔.pdf,7,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_001,vi,Hãy khởi động trước khi làm việc,우리농장 소통가이드_베트남.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_001,ne,काम सुरू गर्नुअघि स्ट्रेचिङ गर्नुहोस्,우리농장 소통가이드_네팔.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_002,vi,"Sau khi phun hóa chất nông nghiệp, hãy tắm rửa sạch sẽ",우리농장 소통가이드_베트남.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_002,ne,विषादी छर्केपछि राम्ररी नुहाउनुहोस्।,우리농장 소통가이드_네팔.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_003,vi,"Khi làm việc nông nghiệp, thay vì đi dép lê, hãy đi giày không bị trượt như giày thể thao hoặc giày bốt",우리농장 소통가이드_베트남.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_003,ne,"कृषि कार्य गर्दा चप्पलको सट्टा नचिप्लिने जुत्ता, जस्तै स्निकर वा बुट लगाउनुहोस्।",우리농장 소통가이드_네팔.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_004,vi,"Đừng bê vật nặng hết cùng một lúc, hãy chia nhỏ ra để vận chuyển",우리농장 소통가이드_베트남.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
